0 0.8958303881437935
5 1.313997576015173
10 2.3377996825104645
15 2.7096290534581575
20 4.193763004769673
25 4.671225877077184
30 5.577068997717548
35 6.45233428844409
40 7.384697001610935
45 8.285654991080891
50 8.074007501019036
55 8.98619593121936
60 9.487577538599785
65 10.221247003264661
70 10.941698580224498
75 10.915636799260923
80 11.00757647175811
85 11.799502586534352
90 11.370324884093176
95 11.168253190159435
100 11.26850515457815
105 11.470646063865567
110 10.938336641453619
115 10.503018456824494
120 10.93887775211714
125 9.83288136455132
130 9.848499387469875
135 8.812459866202275
140 8.460692266225116
145 7.575752101563047
150 7.36828819882825
155 7.060758851358271
160 5.6137373390567005
165 5.064794675267187
170 3.8411609395081414
175 3.711414437114348
180 2.820066262840712
185 1.2545856923077494
190 0.8860617031448266
195 -0.020618893274673367
200 -1.1427845472201297
205 -2.01094274545648
210 -2.3915296587125914
215 -3.5350466342512856
220 -4.54210023440759
225 -4.8871346485582485
230 -5.0319193672037
235 -5.661589607831953
240 -6.551079177148288
245 -6.721752441937606
250 -7.339765375092956
255 -8.353557944519189
260 -8.338594011756182
265 -7.911951912422305
270 -8.217678057661812
275 -8.482241027852634
280 -8.311192582898336
285 -8.559235623717727
290 -8.394359125373468
295 -8.332283528779705
300 -7.363393951632071
305 -7.691610512539446
310 -7.19443668575498
315 -6.631230582641213
320 -6.068187030641693
325 -5.137900047257181
330 -3.8824395988872795
335 -4.004298724786182
340 -2.6357642142399538
345 -1.8018476280329916
350 -0.8621165810323793
355 -0.47582368694562727
